Fila;NombreCentral;Chimenea;UGE;Periodo;Fecha Carga;FECHA;AÑO;MES;DIA;HORA;CONCENTRACION_NOX_PPM;CONCENTRACION_NOX_MG_NM3;CONCENTRACION_SO2_PPM;CONCENTRACION_SO2_MG_NM3;CONCENTRACION_MP_MG_M3;CONCENTRACION_MP_MG_NM3;OXIGENO_PORCENTAJE_BASE_SECA;HUMEDAD_PORCENTAJE;CONCENTRACION_PORCENTAJE_CO2;TEMPERATURA_GASES_SALIDA_C;PRESION_GASES_SALIDA_ATM;FLUJO_GASES_SALIDA_NM3_H;TEMPERATURA_COMBUSTION_MINIMA_C;TEMPERATURA_COMBUSTION_MAXIMA_C;POTENCIA_BRUTA_MWH;CONCENTRACION_CO2_TON_MWH;CONCENTRACION_NOX_MG_MWH;CONCENTRACION_SO2_MG_MWH;CONCENTRACION_MP_MG_MWH;TIPO_DE_FUENTE_EMISORA;TIPO_COMBUSTIBLE;COMBUSTIBLE;ESTADO_UGE;TIPO_DATO_MP;TIPO_DATO_SO2;TIPO_DATO_NOX;TIPO_DATO_O2;TIPO_DATO_FLUJO;CONSUMO_COMBUSTIBLE;FLUJO_GASES_SALIDA_BASE_HUMEDA_M3_H;FLUJO_GASES_SALIDA_BASE_SECA_M3_H;TIPO_DATO_CO2;TIPO_DATO_TEMPERATURA;TIPO_DATO_PRESION;TIPO_DATO_HUMEDAD
55171;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 18:00;2018;10;9;18;162,6000061;322,3999939;110,1999969;303,8999939;7,900000095;13,10000038;6,800000191;8,699999809;13,39999962;141,6999969;0,970000029;605098;NA;NA;156;1;1185979;1118153;48268;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;948812,875;866266,1875;DM;DM;DM;MR
55172;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 19:00;2018;10;9;19;162,1000061;323,5;129,6999969;360,2000122;7,300000191;12,10000038;6,900000095;8,699999809;13,30000019;141,1999969;0,970000029;616628,875;NA;NA;161;1;1167494;1300105;43817;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;965723,6875;881705,6875;DM;DM;DM;MR
55173;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 20:00;2018;10;9;20;157,3000031;316,8999939;132,3000031;370,7000122;7,300000191;12,19999981;7;8,699999809;13,10000038;141,1999969;0,970000029;612779,6875;NA;NA;160;1;1133281;1325512;43681;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;958704,375;875297,125;DM;DM;DM;MR
55174;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 21:00;2018;10;9;21;156,1000061;314,7999878;135;378,8999939;7,199999809;12;7;8,699999809;13,10000038;141,1000061;0,970000029;613943,8125;NA;NA;160;1;1126564;1355957;43114;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;959162,125;875715;DM;DM;DM;MR
55175;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 22:00;2018;10;9;22;157,3999939;316,2000122;136,6000061;381,6000061;7,199999809;11,89999962;6,900000095;8,699999809;13,19999981;140,8999939;0,970000029;615469,3125;NA;NA;160;1;1139109;1374960;43034;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;961120,5;877503,125;DM;DM;DM;MR
55176;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 23:00;2018;10;9;23;160,6999969;322,2999878;128,6999969;359,1000061;7,400000095;12,39999962;6,900000095;8,699999809;13,19999981;140,8999939;0,970000029;618473,3125;NA;NA;161;1;1161116;1293579;44559;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;965795,3125;881771,125;DM;DM;DM;MR
55177;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 00:00;2018;10;10;0;160,6000061;323,1000061;127,9000015;357,8999939;7,699999809;12,89999962;7;8,699999809;13,19999981;140,8999939;0,970000029;617728;NA;NA;161;1;1159110;1283967;46343;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;964601,125;880680,8125;DM;DM;DM;MR
55178;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 01:00;2018;10;10;1;160,3999939;322,5;130;363,5;7,800000191;13;7;8,699999809;13,19999981;141;0,970000029;616379,8125;NA;NA;162;1;1147974;1294057;46369;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;963799,3125;879948,8125;DM;DM;DM;MR
55179;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 02:00;2018;10;10;2;159,6999969;321,3999939;129,1000061;361,6000061;9,199999809;15,39999962;7;8,699999809;13,19999981;141;0,970000029;614540;NA;NA;161;1;1146437;1289638;54915;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;961948,1875;878258,6875;DM;DM;DM;MR
55180;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 03:00;2018;10;10;3;158;318,2000122;134,1000061;375,8999939;7,599999905;12,60000038;7;8,699999809;13,10000038;140,3999939;0,970000029;614661,125;NA;NA;161;1;1134275;1340077;45089;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;960611,375;877038,3125;DM;DM;DM;MR
55181;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 04:00;2018;10;10;4;156,8000031;316,2000122;133,8999939;375,6000061;7,800000191;13,10000038;7;8,699999809;13,10000038;140;0,970000029;613011,8125;NA;NA;160;1;1130259;1342568;46669;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;958287,625;874916,625;DM;DM;DM;MR
55182;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 05:00;2018;10;10;5;156,6999969;317;131,5;370,1000061;8;13,39999962;7;8,699999809;13,10000038;140;0,970000029;615245,125;NA;NA;162;1;1119365;1306812;47233;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;960670,875;877092,5;DM;DM;DM;MR
55183;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 06:00;2018;10;10;6;155,6999969;313,3999939;136,6999969;382,7000122;7,900000095;13,19999981;7;8,699999809;13,19999981;140;0,970000029;614993,6875;NA;NA;161;1;1119053;1366523;46967;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;960217,8125;876678,875;DM;DM;DM;MR
55184;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 07:00;2018;10;10;7;156,3000031;314,6000061;136,8999939;383,5;8,100000381;13,5;7;8,699999809;13,19999981;140,3000031;0,970000029;615083,5;NA;NA;161;1;1123391;1369182;48302;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;960067,6875;876541,8125;DM;DM;DM;MR
55185;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 08:00;2018;10;10;8;133,5;274,5;122,5;350,5;4,699999809;8;7,300000191;8,699999809;12,89999962;139,6999969;0,980000019;491989,5;NA;NA;131;1;943008;1204181;27624;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;765377,625;698789,6875;DM;DM;DM;MR
55186;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 09:00;2018;10;10;9;103,5999985;228,6999969;102,9000015;316,1000061;3,099999905;5,599999905;8,199999809;8,699999809;12;138,8999939;0,980000019;345276,8125;NA;NA;83;1;810518;1120614;19822;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;535560,1875;488966,5;DM;DM;DM;MR
55187;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 10:00;2018;10;10;10;93,59999847;212,1000061;110,3000031;347,7000122;3;5,699999809;8,5;8,699999809;11,60000038;139;0,980000019;340243,4063;NA;NA;76;1;788486;1292710;21016;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;527824,625;481903,8125;DM;DM;DM;MR
55188;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 11:00;2018;10;10;11;90,90000153;205,6999969;101,5999985;319,8999939;3;5,5;8,5;8,699999809;11,69999981;139;0,980000019;340784,5;NA;NA;76;1;766461;1192076;20556;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;528685,8125;482690,0938;DM;DM;DM;MR
55189;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 12:00;2018;10;10;12;88,40000153;198,3999939;105,0999985;327,8999939;2,900000095;5,300000191;8,399999619;8,699999809;11,80000019;139,1000061;0,980000019;341565,3125;NA;NA;76;1;747700;1235573;20152;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;529951,1875;483845,4063;DM;DM;DM;MR
55190;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 13:00;2018;10;10;13;89,19999695;198,8999939;95,40000153;296;2,900000095;5,300000191;8,300000191;8,699999809;11,89999962;139,1000061;0,980000019;342255,1875;NA;NA;77;1;745633;1109634;19854;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;531570;485323,4063;DM;DM;DM;MR
55191;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 14:00;2018;10;10;14;87,69999695;197,6000061;110,1999969;345,3999939;2,799999952;5,199999809;8,5;8,699999809;11,69999981;139;0,970000029;343596,8125;NA;NA;76;1;746007;1303723;19769;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;534110,875;487643,1875;DM;DM;DM;MR
55192;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 15:00;2018;10;10;15;86,30000305;205,3999939;97,19999695;321,7999878;2,900000095;5,599999905;9,100000381;8,699999809;11,10000038;139;0,970000029;340742,9063;NA;NA;70;1;790340;1238134;21627;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;529713,1875;483628,0938;DM;DM;DM;MR
55193;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 16:00;2018;10;10;16;81,59999847;175,6999969;113,9000015;341;2,799999952;5;7,900000095;8,699999809;12,5;139,3999939;0,970000029;347300,0938;NA;NA;78;1;683582;1326762;19579;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;540958,8125;493895,4063;DM;DM;DM;MR
55194;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 17:00;2018;10;10;17;148,3000031;285,1000061;98,59999847;263,6000061;3,599999905;5,699999809;6,300000191;8,699999809;13,89999962;140,8999939;0,970000029;450877,5;NA;NA;116;1;1084443;1002527;21658;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;704922,1875;643594;DM;DM;DM;MR
55195;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 18:00;2018;10;10;18;175,1000061;346;137,6000061;378,3999939;7,400000095;12,30000019;6,699999809;8,699999809;13,30000019;141,6000061;0,970000029;605081,1875;NA;NA;158;1;1261144;1378936;44706;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;948384;865874,625;DM;DM;DM;MR
55196;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 19:00;2018;10;10;19;164,1999969;332;120,1999969;338,1000061;7,5;12,69999981;7;8,699999809;13,10000038;141;0,970000029;616706,5;NA;NA;159;1;1198102;1220155;45698;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;964307,8125;880413,125;DM;DM;DM;MR
55197;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 20:00;2018;10;10;20;152,8999939;312,7999878;109,9000015;312,7999878;7,300000191;12,39999962;7,199999809;8,699999809;12,89999962;140,6000061;0,970000029;613963,375;NA;NA;159;1;1110573;1110542;44161;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;958048,6875;874698,375;DM;DM;DM;MR
55198;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 21:00;2018;10;10;21;148,6999969;298,6000061;133,6999969;373,3999939;6;10;6,900000095;8,699999809;13,19999981;140,6999969;0,970000029;609527,125;NA;NA;158;1;1079123;1349533;36037;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;951505,5;868724,625;DM;DM;DM;MR
55199;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 22:00;2018;10;10;22;148,3000031;297,3999939;134,8999939;376,2000122;5,699999809;9,5;6,900000095;8,699999809;13,19999981;140,6999969;0,980000019;612520,3125;NA;NA;159;1;1074674;1359496;34442;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;955215,8125;872112;DM;DM;DM;MR
55200;ANDINA;CTA;CTA;2018/4;29/01/2019;10/10/2018 23:00;2018;10;10;23;145,3999939;292,1000061;131,5;367,2999878;5,599999905;9,399999619;6,900000095;8,699999809;13,19999981;140,6000061;0,980000019;604959,625;NA;NA;156;1;1060849;1334092;34152;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;72,90000153;943128,625;861076,375;DM;DM;DM;MR
55201;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 00:00;2018;10;11;0;136;271,7999878;136,8999939;380,5;4,699999809;7,800000191;6,900000095;8,699999809;13,19999981;140,5;0,980000019;570633,375;NA;NA;149;1;979943;1371585;28174;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;888434,3125;811140,5;DM;DM;DM;MR
55202;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 01:00;2018;10;11;1;131,3999939;261,6000061;132,6000061;367,3999939;4,099999905;6,800000191;6,800000191;8,699999809;13,30000019;140,8999939;0,980000019;544933;NA;NA;143;1;941899;1322643;24561;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;849185,875;775306,6875;DM;DM;DM;MR
55203;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 02:00;2018;10;11;2;131,8999939;260,8999939;133,1000061;366,3999939;4;6,599999905;6,699999809;8,699999809;13,39999962;141,1000061;0,980000019;543661,625;NA;NA;141;1;956410;1343199;24353;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;848462,625;774646,375;DM;DM;DM;MR
55204;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 03:00;2018;10;11;3;132,6000061;260,7000122;137,8000031;376,7999878;3,900000095;6,400000095;6,599999905;8,699999809;13,5;140,8999939;0,980000019;538548,1875;NA;NA;141;1;952983;1377115;23418;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;840194,3125;767097,375;DM;DM;DM;MR
55205;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 04:00;2018;10;11;4;137,8999939;273;128,1000061;352,7999878;4,400000095;7,300000191;6,699999809;8,699999809;13,39999962;141,1999969;0,970000029;557454,6875;NA;NA;144;1;1003833;1297361;26804;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;871086;795301,5;DM;DM;DM;MR
55206;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 05:00;2018;10;11;5;136,6999969;271,7999878;130,6000061;361,3999939;4,099999905;6,699999809;6,800000191;8,699999809;13,30000019;140,8999939;0,970000029;548781,375;NA;NA;143;1;986427;1311727;24363;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;857065,1875;782500,625;DM;DM;DM;MR
55207;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 06:00;2018;10;11;6;136,1000061;268,5;131,3999939;360,6000061;3,900000095;6,400000095;6,699999809;8,699999809;13,5;141,3000031;0,980000019;540862,1875;NA;NA;141;1;981913;1318825;23259;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;844589,125;771109,8125;DM;DM;DM;MR
55208;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 07:00;2018;10;11;7;139,1000061;273,3999939;133,3000031;364,7000122;3,900000095;6,300000191;6,599999905;8,699999809;13,5;141,1000061;0,980000019;540029,125;NA;NA;140;1;1009228;1346096;23342;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;842881,125;769550,5;DM;DM;DM;MR
55209;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 08:00;2018;10;11;8;139,8000031;275,3999939;133;364,6000061;4;6,5;6,699999809;8,699999809;13,5;141,1999969;0,980000019;535943,5;NA;NA;140;1;1006850;1332726;23662;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;835911,375;763187,125;DM;DM;DM;MR
55210;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 09:00;2018;10;11;9;140,6999969;279,6000061;123,5;341,3999939;3,900000095;6,400000095;6,800000191;8,699999809;13,30000019;141,1000061;0,980000019;523873,5938;NA;NA;138;1;1004736;1227025;22825;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;816853,375;745787,1875;DM;DM;DM;MR
55211;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 10:00;2018;10;11;10;113,8000031;249,1000061;101;307,7000122;2,900000095;5,300000191;8,100000381;8,699999809;12,10000038;140;0,980000019;377163,8125;NA;NA;95;1;849654;1049658;17996;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;585286;534366,125;DM;DM;DM;MR
55212;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 11:00;2018;10;11;11;98,09999847;224,3000031;108,1999969;344,2999878;2,799999952;5,199999809;8,600000381;8,699999809;11,5;139,6999969;0,980000019;339241,1875;NA;NA;75;1;834396;1280815;19430;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;526084,3125;480315;DM;DM;DM;MR
55213;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 12:00;2018;10;11;12;94,5;212,6999969;119,0999985;372,7999878;2,700000048;5;8,399999619;8,699999809;11,69999981;139,6999969;0,980000019;340423,5938;NA;NA;77;1;785843;1377441;18646;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;528436,625;482462,5938;DM;DM;DM;MR
55214;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 13:00;2018;10;11;13;97;217,8999939;113,4000015;354,5;2,700000048;5,099999905;8,399999619;8,699999809;11,80000019;139,8000031;0,980000019;338985,3125;NA;NA;77;1;802952;1306561;18669;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;526381;480585,9063;DM;DM;DM;MR
55215;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 14:00;2018;10;11;14;95;213,1999969;116,1999969;363;2,700000048;5,099999905;8,399999619;8,699999809;11,80000019;139,8000031;0,980000019;338634,0938;NA;NA;75;1;806966;1373595;19186;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;526321;480531;DM;DM;DM;MR
55216;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 15:00;2018;10;11;15;92,40000153;201,3999939;122,6999969;372;2,799999952;5;8;8,699999809;12,19999981;139,6999969;0,980000019;340895,0938;NA;NA;80;1;740405;1367802;18251;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;529782,375;483691,4063;DM;DM;DM;MR
55217;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 16:00;2018;10;11;16;114,5;225,3000031;123,1999969;337,2000122;3;4,900000095;6,599999905;8,699999809;13,5;140,6000061;0,980000019;408268,3125;NA;NA;104;1;845826;1265904;18519;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;636468,125;581095,3125;DM;DM;DM;MR
55218;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 17:00;2018;10;11;17;133,5;263,3999939;137,3000031;376,8999939;3,599999905;5,900000095;6,699999809;8,699999809;13,39999962;141,3000031;0,980000019;500986,6875;NA;NA;129;1;975507;1395825;21854;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;782239,875;714185;DM;DM;DM;MR
55219;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 18:00;2018;10;11;18;131,6000061;258,7999878;119,5;326,7999878;3,299999952;5,300000191;6,599999905;8,699999809;13,60000038;140,8999939;0,980000019;475684,8125;NA;NA;125;1;942085;1189754;19389;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;741383,375;676883;DM;DM;DM;MR
55220;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 19:00;2018;10;11;19;132,1000061;260,2000122;126,6999969;347,2999878;3,200000048;5,300000191;6,699999809;8,699999809;13,5;140,8000031;0,980000019;475117,1875;NA;NA;124;1;952067;1270877;19261;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;740343,3125;675933,375;DM;DM;DM;MR
55221;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 20:00;2018;10;11;20;129,3000031;254,1999969;136,6000061;373,7999878;3,200000048;5,199999809;6,599999905;8,699999809;13,5;141;0,980000019;471390,3125;NA;NA;126;1;909746;1337596;18718;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;734030,375;670169,8125;DM;DM;DM;MR
55222;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 21:00;2018;10;11;21;128;252,3999939;142,6000061;391,2999878;3,200000048;5,199999809;6,699999809;8,699999809;13,5;141;0,980000019;468670,4063;NA;NA;123;1;917090;1422104;18892;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;729108,6875;665676,1875;DM;DM;DM;MR
55223;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 22:00;2018;10;11;22;131;257,7000122;141,1999969;386,2999878;3,200000048;5,099999905;6,699999809;8,699999809;13,5;140,8999939;0,980000019;465341,1875;NA;NA;124;1;924995;1386483;18413;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;723676;660716,1875;DM;DM;DM;MR
55224;ANDINA;CTA;CTA;2018/4;29/01/2019;11/10/2018 23:00;2018;10;11;23;133,8999939;263,2999878;141,8000031;388,1000061;3,200000048;5,199999809;6,699999809;8,699999809;13,5;140,8000031;0,980000019;471792,5;NA;NA;124;1;958058;1411758;18753;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;61,70000076;733566,875;669746,625;DM;DM;DM;MR
55225;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 00:00;2018;10;12;0;135,3999939;266,6000061;142,8000031;391,2999878;3,099999905;5,099999905;6,699999809;8,699999809;13,5;140,8000031;0,980000019;468587,0938;NA;NA;125;1;954774;1401348;18246;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;728671,125;665276,6875;DM;DM;DM;MR
55226;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 01:00;2018;10;12;1;142,5;279,2999878;138,3999939;377,5;3,299999952;5,400000095;6,599999905;8,699999809;13,60000038;141,1000061;0,980000019;495446,6875;NA;NA;129;1;1029767;1391506;19865;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;770932;703860,875;DM;DM;DM;MR
55227;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 02:00;2018;10;12;2;150,8000031;295,6000061;134,3000031;366,3999939;3,700000048;6;6,599999905;8,699999809;13,60000038;141,3000031;0,980000019;536711,625;NA;NA;139;1;1094996;1357082;22252;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;836394;763627,6875;DM;DM;DM;MR
55228;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 03:00;2018;10;12;3;151,5;296,5;134,3999939;365,8999939;3,599999905;5,900000095;6,599999905;8,699999809;13,60000038;141,1000061;0,980000019;537547,375;NA;NA;140;1;1094169;1350431;21761;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;837199,1875;764362,8125;DM;DM;DM;MR
55229;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 04:00;2018;10;12;4;148,6000061;291,6000061;145,6000061;397,3999939;3,700000048;6;6,599999905;8,699999809;13,5;141;0,980000019;537355,125;NA;NA;141;1;1065074;1451647;22069;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;836713,6875;763919,625;DM;DM;DM;MR
55230;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 05:00;2018;10;12;5;148,6000061;291,5;133,6999969;364,7999878;3,799999952;6,199999809;6,599999905;8,699999809;13,5;141,1999969;0,980000019;542273,1875;NA;NA;140;1;1082725;1354903;23017;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;844875,3125;771371,1875;DM;DM;DM;MR
55231;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 06:00;2018;10;12;6;144,1999969;284,2000122;142,5;390,6000061;3,799999952;6,199999809;6,699999809;8,699999809;13,39999962;141,1999969;0,980000019;533497;NA;NA;140;1;1033828;1420674;22384;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;830338;758098,625;DM;DM;DM;MR
55232;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 07:00;2018;10;12;7;145,3999939;286,1000061;134,1999969;367,3999939;4;6,5;6,699999809;8,699999809;13,5;141,1999969;0,980000019;548790,125;NA;NA;141;1;1064480;1366880;24099;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;854200;779884,625;DM;DM;DM;MR
55233;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 08:00;2018;10;12;8;145,3000031;286;136,3000031;373,5;3,900000095;6,300000191;6,699999809;8,699999809;13,5;141,3000031;0,980000019;537271;NA;NA;139;1;1056324;1379202;23209;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;835555,3125;762862;DM;DM;DM;MR
55234;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 09:00;2018;10;12;9;142,8000031;285,5;119,4000015;332,3999939;3,700000048;6,199999809;6,900000095;8,699999809;13,30000019;141,5;0,980000019;514522,5;NA;NA;136;1;1015930;1182608;22051;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;800572,875;730923,125;DM;DM;DM;MR
55235;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 10:00;2018;10;12;10;115,9000015;256,6000061;84,59999847;260,7999878;2,799999952;5,199999809;8,199999809;8,699999809;12;139,8000031;0,980000019;363068,6875;NA;NA;90;1;879207;893480;17766;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;562023,6875;513127,5938;DM;DM;DM;MR
55236;ANDINA;CTA;CTA;2018/4;29/01/2019;12/10/2018 11:00;2018;10;12;11;100,0999985;228,5;111,5999985;354,6000061;2,700000048;5,099999905;8,600000381;8,699999809;11,5;139,1999969;0,980000019;342487,3125;NA;NA;77;1;837158;1299014;18804;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;75,5;529401,5;483343,5938;DM;DM;DM;MR
